"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","NoGarage","NoBsmt","LotFrontageMissing","Artery","Feedr","Norm","PosA","PosN","RRAe","RRAn","RRNe","RRNn","SecondFlr","Remodeled","BrandNew","HighSeason","BedSize","RoomSize"
"75","RM",90,22950,"Pave","None","IR2","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",3,4,3,2,0,2,0,1107,1107,"GasA",5,"Y",5,1518,1518,572,3608,0,0,2,1,4,1,4,12,1,2,4,"Detchd",1993,2,3,840,6,4,"Y",0,260,0,0,410,0,1,5,"None",0,6,2006,"WD","Normal",13.0710700830168,0,0,0,"1","0","1","0","0","0","0","0","0","1","1","0","1",759,253
"80","RL",0,9947,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","1Fam","SLvl",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"PConc",4,4,4,7,611,2,0,577,1188,"GasA",5,"Y",5,1217,0,0,1217,1,0,2,0,3,1,3,6,1,0,1,"Attchd",1990,2,2,497,4,4,"Y",168,27,0,0,0,0,1,5,"None",0,6,2009,"WD","Normal",12.0610468734799,0,0,1,"0","0","1","0","0","0","0","0","0","0","1","0","1",405.666666666667,202.833333333333
"50","RL",60,10410,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",2,4,2,2,0,2,0,660,660,"GasA",5,"Y",5,808,704,144,1656,0,0,2,1,3,1,2,8,5,0,1,"Detchd",1916,2,1,180,3,3,"N",0,0,0,140,0,0,1,4,"None",0,8,2009,"WD","Normal",11.8130300574206,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",504,189
"90","RL",64,7018,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,2,3,"CBlock",4,4,4,7,1086,2,0,0,1086,"GasA",3,"Y",5,1224,0,0,1224,2,0,0,2,2,2,2,6,1,2,4,"Detchd",1979,2,2,528,4,4,"Y",120,0,0,0,0,0,1,3,"None",0,6,2009,"WD","Alloca",11.9403933925547,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","1",612,204
"120","RL",41,4923,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"PConc",5,4,4,7,1153,2,0,440,1593,"GasA",5,"Y",5,1593,0,0,1593,1,0,1,1,0,1,4,5,1,1,5,"Attchd",2001,4,2,682,4,4,"Y",0,120,0,0,224,0,1,3,"None",0,8,2008,"WD","Normal",12.563747089802,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",0,318.6
"70","RL",70,10570,"Pave","None","Reg","Bnk","AllPub","Inside","Mod","Crawfor","1Fam","2Story",8,8,1932,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",4,5,2,4,297,2,0,556,853,"GasA",3,"Y",5,1549,1178,0,2727,0,0,2,1,3,1,3,10,2,2,4,"Detchd",1932,2,2,440,4,4,"Y",0,74,0,0,0,0,1,3,"None",0,12,2007,"WD","Normal",12.6603279178078,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",909,272.7
"60","RL",0,7472,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","1Fam","2Story",7,9,1972,2004,"Gable","CompShg","HdBoard","HdBoard","BrkFace",138,2,3,"CBlock",3,4,2,6,626,2,0,99,725,"GasA",4,"Y",5,725,754,0,1479,1,0,1,1,4,1,3,7,1,0,1,"Attchd",1972,4,2,484,4,4,"Y",0,32,0,0,0,0,1,3,"None",0,6,2007,"WD","Normal",12.1226910365911,0,0,1,"0","0","1","0","0","0","0","0","0","1","1","0","1",369.75,211.285714285714
"20","RL",68,9017,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,7,560,2,0,871,1431,"GasA",5,"Y",5,1431,0,0,1431,1,0,2,0,3,1,3,6,1,0,1,"Attchd",1999,4,2,666,4,4,"Y",0,35,0,0,0,0,1,3,"None",0,9,2009,"WD","Normal",12.1652506510099,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",477,238.5
"160","RM",24,2522,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,3,3,"PConc",4,4,2,2,0,2,0,970,970,"GasA",5,"Y",5,970,739,0,1709,0,0,2,0,3,1,3,7,2,0,1,"Detchd",2004,2,2,380,4,4,"Y",0,40,0,0,0,0,1,3,"None",0,5,2006,"WD","Normal",11.7752897294377,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",569.666666666667,244.142857142857
"20","RL",60,7180,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,4,6,390,2,0,474,864,"GasA",3,"Y",5,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1,"Detchd",1989,2,1,352,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,5,2008,"WD","Normal",11.7519423654407,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",288,172.8
"160","RL",24,2280,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Twnhs","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,2,3,"CBlock",4,4,2,6,566,2,0,289,855,"GasA",3,"Y",5,855,601,0,1456,0,0,2,1,3,1,2,7,1,1,4,"Attchd",1976,2,2,440,4,4,"Y",87,0,0,0,0,0,1,3,"None",0,7,2009,"WD","Normal",11.9083402372249,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",485.333333333333,208
"20","RL",79,9416,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","1Fam","1Story",7,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",205,4,3,"PConc",5,4,2,7,1126,2,0,600,1726,"GasA",5,"Y",5,1726,0,0,1726,1,0,2,0,3,1,4,8,1,1,5,"Attchd",2007,4,3,786,4,4,"Y",171,138,0,0,266,0,1,3,"None",0,9,2007,"New","Partial",12.6503481262032,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","1","0",575.333333333333,215.75
"75","RL",174,25419,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","2Story",8,4,1918,1990,"Gable","CompShg","Stucco","Stucco","None",0,3,4,"PConc",3,4,2,7,1036,3,184,140,1360,"GasA",4,"Y",5,1360,1360,392,3112,1,1,2,0,4,1,3,8,1,1,6,"Detchd",1918,2,2,795,4,4,"Y",0,16,552,0,0,512,4,5,"None",0,3,2006,"WD","Abnorml",12.3673407931263,0,0,0,"1","0","1","0","0","0","0","0","0","1","1","0","0",680,340
"75","RM",92,5520,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","1Fam","2.5Fin",6,6,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,4,2,2,0,2,0,755,755,"GasA",5,"Y",5,929,929,371,2229,0,0,1,0,5,1,2,8,1,0,1,"None",1912,1,0,0,1,1,"Y",0,198,30,0,0,0,1,4,"None",0,7,2009,"WD","Abnorml",11.5521461781235,1,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",371.6,232.25
"20","RL",76,9591,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",262,3,3,"PConc",5,4,4,7,1088,2,0,625,1713,"GasA",5,"Y",5,1713,0,0,1713,1,0,2,0,3,1,4,7,1,1,5,"Attchd",2004,4,3,856,4,4,"Y",0,26,0,0,170,0,1,3,"None",0,1,2009,"WD","Normal",12.5241626741533,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",571,244.714285714286
"20","RM",80,8546,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","1Fam","1Story",4,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,2,2,0,2,0,1121,1121,"GasA",5,"Y",5,1121,0,0,1121,0,0,2,0,2,1,2,5,1,0,1,"Attchd",2003,3,2,440,4,4,"Y",132,64,0,0,0,0,1,3,"None",0,3,2010,"WD","Normal",11.8493977015914,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",560.5,224.2
"20","RL",75,10125,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",3,4,2,6,641,3,279,276,1196,"GasA",3,"Y",5,1279,0,0,1279,0,1,2,0,3,1,2,6,1,2,3,"Detchd",1980,2,2,473,4,4,"Y",238,83,0,0,0,0,1,4,"None",0,2,2008,"WD","Normal",12.0523385455881,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",426.333333333333,213.166666666667
"50","RL",50,7000,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","1Fam","1.5Fin",6,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"BrkTil",2,4,2,3,617,2,0,0,617,"GasA",4,"Y",5,865,445,0,1310,0,0,2,0,2,1,2,6,4,0,1,"Attchd",1924,2,1,398,4,4,"Y",0,0,126,0,0,0,1,3,"None",0,5,2006,"COD","Normal",11.6262541502772,0,0,0,"1","0","1","0","0","0","0","0","0","1","1","0","1",655,218.333333333333
"120","RM",0,4438,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,3,3,"PConc",4,4,4,7,662,2,0,186,848,"GasA",5,"Y",5,848,0,0,848,1,0,1,0,1,1,3,3,1,1,5,"Attchd",2004,3,2,420,4,4,"Y",149,0,0,0,0,0,1,3,"None",0,1,2008,"WD","Normal",11.9117015849276,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",848,282.666666666667
"50","RM",50,3500,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","1.5Fin",5,7,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,2,3,"CBlock",3,4,2,3,312,2,0,408,720,"GasA",3,"Y",5,720,564,0,1284,0,0,1,1,2,1,2,5,1,0,1,"Detchd",1948,2,1,240,4,4,"Y",0,35,0,0,0,0,1,1,"None",0,4,2009,"WD","Normal",11.6082356447746,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",642,256.8
"20","RL",99,11851,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"PConc",4,4,2,2,0,2,0,1424,1424,"GasA",5,"Y",5,1442,0,0,1442,0,0,2,0,3,1,2,5,1,0,1,"Attchd",1990,3,2,500,4,4,"Y",0,34,0,508,0,0,1,3,"None",0,5,2009,"WD","Normal",12.1034860567551,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",480.666666666667,288.4
"20","RL",40,13673,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,2,4,"CBlock",3,4,2,2,0,2,0,1140,1140,"GasA",3,"Y",5,1696,0,0,1696,0,0,1,1,3,1,2,8,5,1,4,"Attchd",1962,3,1,349,4,4,"Y",0,30,0,0,0,0,1,3,"None",0,3,2007,"WD","Normal",11.8768738928755,0,0,0,"0","0","1","0","0","1","0","0","0","0","0","0","0",565.333333333333,212
"20","RL",0,12493,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",4,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",3,4,2,6,419,4,306,375,1100,"GasA",3,"Y",5,1100,0,0,1100,1,0,1,0,3,1,2,6,1,1,2,"Attchd",1960,3,1,312,4,4,"Y",355,0,0,0,0,0,1,2,"None",0,4,2008,"WD","Normal",11.8565151693603,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",366.666666666667,183.333333333333
"60","RL",0,14364,"Pave","None","IR1","Low","AllPub","Inside","Mod","SawyerW","1Fam","2Story",7,5,1988,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",128,3,3,"CBlock",4,4,5,7,1065,2,0,92,1157,"GasA",5,"Y",5,1180,882,0,2062,1,0,2,1,3,1,2,7,1,1,5,"Attchd",1988,4,2,454,4,4,"Y",60,55,0,0,154,0,1,3,"None",0,4,2007,"WD","Normal",12.5317727851695,0,0,1,"0","0","1","0","0","0","0","0","0","1","1","0","0",687.333333333333,294.571428571429
"20","RL",75,8250,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,7,1964,1964,"Hip","CompShg","HdBoard","HdBoard","Stone",260,2,3,"CBlock",4,4,2,4,787,2,0,305,1092,"GasA",5,"Y",5,1092,0,0,1092,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1964,3,2,504,4,5,"Y",0,0,0,0,0,0,1,4,"None",0,7,2008,"WD","Normal",11.8844890214027,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",364,182
"30","RL",67,5604,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","1Fam","1Story",5,6,1925,1950,"Gable","CompShg","Stucco","Stucco","None",0,2,3,"CBlock",3,4,2,4,468,2,0,396,864,"GasA",3,"N",4,864,0,0,864,1,0,1,0,2,1,2,5,1,0,1,"None",1925,1,0,0,1,1,"Y",0,0,96,0,0,0,1,3,"None",0,4,2008,"WD","Normal",11.4927227576527,1,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",432,172.8
"20","RL",83,10420,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","1Fam","1Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,3,7,36,2,0,1176,1212,"GasA",5,"Y",5,1212,0,0,1212,0,0,2,0,3,1,3,6,1,0,1,"Attchd",2009,3,2,460,4,4,"Y",100,22,0,0,0,0,1,3,"None",0,3,2010,"WD","Normal",12.1335019526953,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",404,202
"60","FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,2,7,822,2,0,78,900,"GasA",5,"Y",5,932,920,0,1852,1,0,2,1,3,1,3,7,1,1,4,"Attchd",2009,3,2,644,4,4,"Y",168,108,0,0,0,0,1,3,"None",0,7,2009,"New","Partial",12.4398712298317,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","1","1",617.333333333333,264.571428571429
"20","RL",43,13568,"Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","1Fam","1Story",5,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,2,6,716,2,0,274,990,"GasA",5,"Y",5,990,0,0,990,0,1,1,0,3,1,2,5,1,0,1,"Attchd",1996,2,2,576,4,4,"Y",224,0,0,0,0,0,1,3,"None",0,7,2006,"WD","Normal",11.9576112862317,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",330,198
"60","RL",0,10900,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","CollgCr","1Fam","2Story",6,7,1977,1977,"Gable","CompShg","HdBoard","HdBoard","BrkFace",153,2,3,"CBlock",4,4,2,7,378,2,0,311,689,"GasA",5,"Y",5,689,703,0,1392,0,0,1,1,3,1,2,6,1,0,1,"Attchd",1977,4,1,299,4,4,"Y",0,36,0,0,0,0,1,4,"Shed",450,3,2010,"WD","Normal",11.9938072123631,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","0",464,232
"20","RL",72,10011,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,6,1957,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",64,2,3,"CBlock",3,4,2,5,360,2,0,710,1070,"GasA",3,"Y",5,1236,0,0,1236,0,1,1,0,2,1,3,6,4,1,3,"Attchd",1957,2,1,447,4,4,"Y",0,0,0,0,0,0,1,4,"None",0,5,2006,"WD","Normal",11.808947661697,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",618,206
"20","RL",65,8450,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,3,3,"PConc",4,4,3,7,946,2,0,490,1436,"GasA",5,"Y",5,1436,0,0,1436,1,0,2,0,3,1,3,8,1,0,1,"Attchd",2004,2,2,484,4,4,"Y",139,98,0,0,0,0,1,3,"None",0,4,2008,"WD","Normal",12.2548628096996,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",478.666666666667,179.5
"70","RM",57,9906,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","2Story",4,4,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,4,2,2,0,2,0,686,686,"GasA",2,"N",5,810,518,0,1328,0,0,1,0,3,1,2,8,1,0,1,"Detchd",1940,2,1,210,4,4,"Y",0,172,60,0,0,0,1,3,"None",0,9,2006,"WD","Family",11.580584113444,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",442.666666666667,166
"50","RL",0,15660,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","1Fam","1.5Fin",7,9,1939,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",312,3,4,"CBlock",3,4,2,5,341,2,0,457,798,"GasA",5,"Y",5,1137,817,0,1954,0,1,1,1,3,1,3,8,1,2,4,"Attchd",1939,2,2,431,4,4,"Y",0,119,150,0,0,0,1,3,"None",0,5,2008,"WD","Normal",12.6491546172096,0,0,1,"0","0","1","0","0","0","0","0","0","1","1","0","1",651.333333333333,244.25
"120","RL",43,3010,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,3,3,"PConc",4,4,4,7,16,2,0,1232,1248,"GasA",5,"Y",5,1248,0,0,1248,0,0,2,0,2,1,3,5,1,0,1,"Attchd",2005,4,2,438,4,4,"Y",108,0,0,0,0,0,1,3,"None",0,3,2006,"New","Partial",12.0271851854705,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",624,249.6
"20","RL",73,8990,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,3,2,0,2,0,1498,1498,"GasA",5,"Y",5,1498,0,0,1498,0,0,2,0,2,1,3,5,1,0,1,"Attchd",2006,3,2,675,4,4,"Y",351,33,0,0,0,0,1,3,"None",0,4,2006,"New","Partial",12.230277334227,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","1","0",749,299.6
"60","RL",0,8068,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","1Fam","2Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,2,2,0,2,0,1010,1010,"GasA",5,"Y",5,1010,1257,0,2267,0,0,2,1,4,1,3,8,1,1,4,"BuiltIn",2002,3,2,390,4,4,"Y",120,46,0,0,0,0,1,3,"None",0,12,2009,"ConLI","Normal",12.2060726455302,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","0",566.75,283.375
"60","RL",85,11475,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","1Fam","2Story",6,6,1975,1975,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",4,4,2,6,550,2,0,163,713,"GasA",3,"Y",5,811,741,0,1552,1,0,2,1,3,1,2,6,1,1,4,"Attchd",1975,3,2,434,4,4,"Y",209,208,0,0,0,0,1,4,"None",0,2,2006,"WD","Normal",12.1001564199386,0,0,0,"0","0","1","0","0","0","1","0","0","1","0","0","0",517.333333333333,258.666666666667
"20","RL",70,10500,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","NAmes","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,6,524,3,180,160,864,"GasA",4,"Y",5,864,0,0,864,0,0,1,0,2,1,2,4,1,0,1,"Detchd",1989,2,2,576,4,4,"Y",216,0,0,0,0,0,1,3,"None",0,3,2009,"WD","Abnorml",11.4824662574855,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",432,216
"20","RL",103,13472,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","1Fam","1Story",10,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",922,4,3,"PConc",5,4,5,7,56,2,0,2336,2392,"GasA",5,"Y",5,2392,0,0,2392,0,0,2,0,3,1,4,8,1,1,6,"Attchd",2003,4,3,968,4,4,"Y",248,105,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",12.8642401071941,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",797.333333333333,299
"160","RM",21,1680,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Twnhs","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",142,2,3,"CBlock",3,4,2,2,0,2,0,630,630,"GasA",3,"Y",5,630,672,0,1302,0,0,2,1,3,1,2,6,1,0,1,"Detchd",1991,2,1,280,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,5,2009,"COD","Abnorml",11.6262541502772,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",434,217
"60","RL",82,9950,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","1Fam","2Story",7,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",290,3,3,"PConc",4,4,2,7,565,2,0,638,1203,"GasA",5,"Y",5,1214,1306,0,2520,0,0,2,1,4,1,3,9,1,1,4,"Attchd",1995,3,3,721,4,4,"Y",224,114,0,0,0,0,1,3,"None",0,6,2007,"WD","Abnorml",12.5776362019627,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",630,280
"160","RM",21,1869,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Twnhs","2Story",6,6,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",127,2,3,"CBlock",3,4,2,4,321,2,0,162,483,"GasA",3,"Y",5,483,504,0,987,0,0,1,1,2,1,2,5,1,0,1,"Detchd",1987,2,1,280,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,9,2008,"WD","Normal",11.5711943730942,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",493.5,197.4
"20","RL",70,8521,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Sawyer","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,6,842,2,0,70,912,"GasA",3,"Y",5,912,0,0,912,0,0,1,0,3,1,2,5,1,1,3,"Detchd",1974,2,1,336,4,4,"Y",0,0,0,0,0,0,1,4,"None",0,5,2010,"WD","Normal",11.7360690162844,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","1",304,182.4
"120","RL",43,3182,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,3,3,"PConc",4,4,4,7,16,2,0,1357,1373,"GasA",5,"Y",5,1555,0,0,1555,0,0,2,0,2,1,3,7,1,1,4,"Attchd",2005,4,2,430,4,4,"Y",143,20,0,0,0,0,1,3,"None",0,5,2009,"WD","Normal",12.16785143271,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",777.5,222.142857142857
"20","RL",73,8760,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",220,2,3,"CBlock",3,4,2,2,0,2,0,1194,1194,"GasA",3,"Y",5,1194,0,0,1194,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1959,3,1,312,4,4,"Y",0,0,120,0,0,0,1,3,"None",0,4,2010,"WD","Normal",11.9049675527463,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",398,199
"60","RL",174,15138,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","1Fam","2Story",8,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,3,3,"PConc",4,4,2,7,689,2,0,773,1462,"GasA",5,"Y",5,1490,1304,0,2794,1,0,2,1,4,1,4,9,1,1,4,"Attchd",1995,4,3,810,4,4,"Y",0,146,202,0,0,0,1,3,"None",0,7,2009,"WD","Normal",12.9066918409288,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",698.5,310.444444444444
"160","RM",21,1680,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",297,2,3,"CBlock",3,4,2,2,0,2,0,483,483,"GasA",3,"Y",5,483,504,0,987,0,0,1,1,2,1,2,5,1,1,2,"Attchd",1972,2,1,288,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,6,2006,"WD","Normal",11.4563551134818,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",493.5,197.4
